Player,Year,School,G,YPG,TDPG,Team Yards,Team TDs,DR,MSY,MSTD,Type
Patrick Smith,2016,Middle Tennessee State,11,30.18,0.36,325.8,3,10.63,9.26,12,Receiving
Pharaoh Brown,2016,Oregon,9,47.33,0.56,265.3,2.3,21.09,17.84,24.35,Receiving
Phil Mayhue,2016,Memphis,12,56.42,0.33,304.4,2.6,15.61,18.53,12.69,Receiving
Phillip Lindsay,2016,Colorado,14,35.21,0.07,254.5,1.5,9.25,13.83,4.67,Receiving
Quay Johnson,2016,East Carolina,12,46.92,0.25,334.7,2.2,12.69,14.02,11.36,Receiving
Quincy Adeboyejo,2016,Mississippi,12,38,0.08,314.9,2.3,7.77,12.07,3.48,Receiving
Quintez Cephus,2016,Wisconsin,6,15.67,0,179.1,1,4.37,8.75,0,Receiving
R.J. Shelton,2016,Michigan State,12,65.75,0.42,222.3,1.6,27.91,29.58,26.25,Receiving
Raelon Singleton,2016,Utah,12,38.67,0.33,216.7,1.2,22.67,17.84,27.5,Receiving
Ray-Ray McCloud,2016,Clemson,13,36.31,0.15,333.9,3,7.94,10.87,5,Receiving
Rayshad Lewis,2016,Utah State,12,39.08,0.17,206.2,0.8,20.1,18.95,21.25,Receiving
Richie James,2016,Middle Tennessee State,13,125,0.92,325.8,3,34.52,38.37,30.67,Receiving
Ricky Jeune,2016,Georgia Tech,11,42.45,0.09,132.2,0.7,22.48,32.11,12.86,Receiving
Ricky Jones,2016,Indiana,13,65.23,0.23,273.8,1.6,19.1,23.82,14.38,Receiving
Ricky Seals-Jones,2016,Texas A&M,9,37,0.11,255.2,1.9,10.14,14.5,5.79,Receiving
Riley McCarron,2016,Iowa,12,43.08,0.33,153.2,1.3,26.75,28.12,25.38,Receiving
River Cracraft,2016,Washington State,10,70.1,0.5,362.5,3.1,17.73,19.34,16.13,Receiving
RJ Turner,2016,Louisiana-Monroe,9,48.11,0.33,192,1.3,25.22,25.06,25.38,Receiving
Robert Davis,2016,Georgia State,12,78.33,0.42,246.3,1.4,30.9,31.8,30,Receiving
Robert Lewis,2016,Washington State,12,32.83,0.25,362.5,3.1,8.56,9.06,8.06,Receiving
Robert Wheelwright,2016,Wisconsin,12,37.33,0.08,179.1,1,14.42,20.84,8,Receiving
Rodney Adams,2016,South Florida,13,63.23,0.38,225.8,2,23.5,28,19,Receiving
Rokeem Williams,2016,Miami (OH),10,50.1,0.3,230.6,2.1,18.01,21.73,14.29,Receiving
Ron'Quavion Tarver,2016,Utah State,12,50.17,0.25,206.2,0.8,27.79,24.33,31.25,Receiving
Ronnie Moore,2016,Bowling Green State,12,42.75,0.08,226.1,1.6,11.95,18.91,5,Receiving
Ryan Smith,2016,Miami (OH),11,32.36,0.45,230.6,2.1,17.73,14.03,21.43,Receiving
Ryan Switzer,2016,North Carolina,13,85.54,0.46,293.2,2.3,24.59,29.17,20,Receiving
Ryan Yurachek,2016,Marshall,11,27.09,0.45,241.8,2.3,15.38,11.2,19.57,Receiving
Saquon Barkley,2016,Penn State,14,28.71,0.29,260.7,2.1,12.41,11.01,13.81,Receiving
Scott Miller,2016,Bowling Green State,12,80.67,0.83,226.1,1.6,43.78,35.68,51.88,Receiving
Scott Orndoff,2016,Pittsburgh,12,48.25,0.42,221.7,2.2,20.43,21.76,19.09,Receiving
Sebastian Smith,2016,Ohio,13,70.77,0.31,224.9,1.6,25.42,31.47,19.38,Receiving
Sergio Bailey,2016,Eastern Michigan,13,66.77,0.54,296.1,1.9,25.49,22.55,28.42,Receiving
Seth Collins,2016,Oregon State,10,41.8,0.1,173.8,1.1,16.57,24.05,9.09,Receiving
Seth Dawkins,2016,Louisville,10,19.1,0.1,290.5,2.5,5.29,6.57,4,Receiving
Shaedon Meadors,2016,Appalachian State,12,59.67,0.17,179,1.2,23.75,33.34,14.17,Receiving
Shakiem Barbel,2016,Kansas,11,29.36,0,240.4,1.3,6.11,12.21,0,Receiving
Shay Fields,2016,Colorado,14,63.07,0.64,254.5,1.5,33.72,24.78,42.67,Receiving
Shelton Gibson,2016,West Virginia,13,73.15,0.62,257.2,2,29.72,28.44,31,Receiving
Shun Brown,2016,Arizona,12,43.42,0.25,178.1,1.1,23.55,24.38,22.73,Receiving
Stacy Coley,2016,Miami (FL),13,58,0.69,274.2,2.1,27,21.15,32.86,Receiving
Stanley Morgan Jr.,2016,Nebraska,13,34.85,0.15,211.7,1.4,13.59,16.46,10.71,Receiving
Stantley Thomas,2016,Florida International,11,44.09,0.09,226.7,1.6,12.54,19.45,5.63,Receiving
Stedman Mayberry,2016,Texas State,12,26.75,0,219.9,1.2,6.08,12.16,0,Receiving
Stephen Louis,2016,North Carolina State,12,56.5,0.17,259.8,1.5,16.54,21.75,11.33,Receiving
Steve Ishmael,2016,Syracuse,10,55.9,0.1,321.3,2,11.2,17.4,5,Receiving
Steven Dunbar,2016,Houston,13,53.23,0.38,296.3,1.8,19.54,17.96,21.11,Receiving
Steven Sims Jr.,2016,Kansas,12,71.58,0.58,240.4,1.3,37.2,29.78,44.62,Receiving
T.J. Rahming,2016,Duke,11,67.45,0.09,239.8,1.5,17.06,28.13,6,Receiving
T.L. Ford,2016,Charlotte,12,35.83,0.33,192.8,1.4,21.08,18.58,23.57,Receiving
Tabari Hines,2016,Wake Forest,12,37.25,0.25,165.7,0.7,29.1,22.48,35.71,Receiving
Taj Williams,2016,Texas Christian,12,58.5,0.42,268.2,1.4,25.91,21.81,30,Receiving
Tanner Gentry,2016,Wyoming,14,94.71,1,228.4,2.1,44.54,41.47,47.62,Receiving
Taquan Mizzell,2016,Virginia,12,33.67,0.17,239.3,1.9,11.51,14.07,8.95,Receiving
Tavares Martin Jr,2016,Washington State,13,56,0.54,362.5,3.1,16.43,15.45,17.42,Receiving
Taylor Oldham,2016,Central Florida,11,33.27,0.09,209.7,1.1,12.02,15.87,8.18,Receiving
Taywan Taylor,2016,Western Kentucky,14,123.57,1.21,336.8,3,38.51,36.69,40.33,Receiving
Tee Goree,2016,North Texas,8,41,0.25,208.3,1.2,20.26,19.68,20.83,Receiving
Teldrick Morgan,2016,Maryland,13,38.23,0.31,178.2,1.2,23.64,21.45,25.83,Receiving
Temi Alaka,2016,Rice,9,50.89,0.22,214.9,1.3,20.3,23.68,16.92,Receiving
Teo Redding,2016,Bowling Green State,12,35.25,0.25,226.1,1.6,15.61,15.59,15.63,Receiving
Terren Encalade,2016,Tulane,12,41.67,0.5,113.3,0.8,49.64,36.78,62.5,Receiving
Terry Godwin,2016,Georgia,13,30.54,0,193.5,1.2,7.89,15.78,0,Receiving
Tevaris McCormick,2016,Troy,10,45.6,0.5,260.9,1.9,21.9,17.48,26.32,Receiving
Thaddeous Thompson,2016,North Texas,12,45.42,0.17,208.3,1.2,17.99,21.81,14.17,Receiving
Thomas Owens,2016,Florida International,12,54.33,0.58,226.7,1.6,30.11,23.97,36.25,Receiving
Thomas Sperbeck,2016,Boise State,13,97.85,0.69,298.3,2.2,32.08,32.8,31.36,Receiving
Thurman Morbley,2016,Texas State,10,40,0.2,219.9,1.2,17.43,18.19,16.67,Receiving
Tim Crawley,2016,San Jose State,12,54,0.25,222.1,1.5,20.49,24.31,16.67,Receiving
Tim Patrick,2016,Utah,10,71.1,0.5,216.7,1.2,37.24,32.81,41.67,Receiving
Tim White,2016,Arizona State,12,59.42,0.17,259.3,1.3,18,22.92,13.08,Receiving
Todd Boyd,2016,Georgia State,9,39.11,0.11,246.3,1.4,11.87,15.88,7.86,Receiving
Tommy Sweeney,2016,Boston College,11,32.09,0.27,143.8,1.1,23.43,22.32,24.55,Receiving
Tony Pollard,2016,Memphis,13,22.92,0.15,304.4,2.6,6.65,7.53,5.77,Receiving
Tony Stevens,2016,Auburn,9,54.11,0.33,169.5,0.9,34.29,31.92,36.67,Receiving
Torii Hunter Jr,2016,Notre Dame,8,65.13,0.38,254.3,2.3,21.07,25.61,16.52,Receiving
Travis Fulgham,2016,Old Dominion,12,39.83,0.67,234,2.4,22.47,17.02,27.92,Receiving
Travis Rudolph,2016,Florida State,13,64.62,0.54,264.1,1.8,27.23,24.47,30,Receiving
Tre'Quan Smith,2016,Central Florida,12,71.08,0.42,209.7,1.1,36.04,33.9,38.18,Receiving
Trent Cowan,2016,Idaho,13,42.08,0.46,249.2,1.5,23.78,16.89,30.67,Receiving
Trent Sherfield,2016,Vanderbilt,12,39.33,0.08,191.2,0.7,16,20.57,11.43,Receiving
Trent Taylor,2016,Louisiana Tech,14,128.79,0.86,363.4,3.1,31.59,35.44,27.74,Receiving
Trenton Irwin,2016,Stanford,13,34,0.08,158.7,1.2,14.05,21.42,6.67,Receiving
Trever Ryen,2016,Iowa State,11,35.27,0.18,258.8,1.8,11.81,13.63,10,Receiving
Trey Griffey,2016,Arizona,10,38.2,0.2,178.1,1.1,19.82,21.45,18.18,Receiving
Trey Hartley,2016,San Jose State,9,63.56,0.44,222.1,1.5,28.98,28.62,29.33,Receiving
Troy Fumagalli,2016,Wisconsin,13,44.62,0.15,179.1,1,19.96,24.91,15,Receiving
Turner Smiley,2016,North Texas,10,38.9,0.2,208.3,1.2,17.67,18.67,16.67,Receiving
Ty Lee,2016,Middle Tennessee State,13,53.77,0.69,325.8,3,19.75,16.5,23,Receiving
Tyler Conklin,2016,Central Michigan,12,46.67,0.5,276.1,1.8,22.34,16.9,27.78,Receiving
Tyler Watts,2016,Texas State,12,30.33,0.08,219.9,1.2,10.23,13.79,6.67,Receiving
Tyree McCants,2016,South Florida,11,34.91,0.36,225.8,2,16.73,15.46,18,Receiving
Tyrie Cleveland,2016,Florida,8,37.25,0.25,215.8,1.4,17.56,17.26,17.86,Receiving
Tyrone Williams,2016,South Alabama,11,30.27,0.09,243.8,1.2,9.96,12.42,7.5,Receiving
Van Jefferson,2016,Mississippi,12,45.25,0.25,314.9,2.3,12.62,14.37,10.87,Receiving
Ventell Bryant,2016,Temple,11,81.36,0.36,237.4,1.6,28.39,34.27,22.5,Receiving
Victor Bolden,2016,Oregon State,12,45.17,0.17,173.8,1.1,20.72,25.99,15.45,Receiving
Workpeh Kofa,2016,Charlotte,12,27.42,0.42,192.8,1.4,22.11,14.22,30,Receiving
Wyatt Demps,2016,Nevada,12,57.17,0.75,208.2,1.4,40.52,27.46,53.57,Receiving
Wyatt Houston,2016,Utah State,12,27.58,0.17,206.2,0.8,17.31,13.38,21.25,Receiving
Xavier Brown,2016,Louisiana-Monroe,11,38.64,0.36,192,1.3,23.91,20.13,27.69,Receiving
Xavier Castille,2016,Southern Methodist,11,38.45,0.09,264,1.8,9.78,14.56,5,Receiving
Zach Pascal,2016,Old Dominion,13,72.77,0.69,234,2.4,29.92,31.1,28.75,Receiving
Zach Wright,2016,Rice,9,38.44,0.11,214.9,1.3,13.17,17.89,8.46,Receiving
DeMarkus Lodge,2016,Ole Miss,11,18.45,0.18,314.9,2.3,6.88,5.86,7.91,Receiving
Aaron Burbridge,2015,Michigan State,14,89.86,0.5,234.2,1.9,32.34,38.37,26.32,Receiving
Adoree Jackson,2015,Southern California,14,29.57,0.14,269.7,2.1,8.82,10.96,6.67,Receiving
Ajalen Holley,2015,Louisiana-Monroe,12,60,0.58,207.9,1.9,29.69,28.86,30.53,Receiving
Al-Damion Riles,2015,Louisiana-Lafayette,11,43.36,0.36,208.5,1.1,26.76,20.8,32.73,Receiving
Alex Chisum,2015,Cincinnati,12,39.58,0.08,359.9,2.2,7.32,11,3.64,Receiving
Alex Erickson,2015,Wisconsin,13,75.23,0.23,228.3,1.1,26.93,32.95,20.91,Receiving
Alex Gardner,2015,Florida International,12,36.83,0.08,237.8,1.8,9.97,15.49,4.44,Receiving
Alize Mack,2015,Notre Dame,13,14.62,0,258.5,1.9,2.83,5.65,0,Receiving
Allen Lazard,2015,Iowa State,11,73.45,0.55,226.3,1.5,34.56,32.46,36.67,Receiving
Alonzo Russell,2015,Toledo,12,51.5,0.42,253,2,20.68,20.36,21,Receiving
Amara Darboh,2015,Michigan,13,55.92,0.38,237.7,1.6,23.64,23.53,23.75,Receiving
Andre Patton,2015,Rutgers,11,39.27,0.09,207.1,1.6,12.29,18.96,5.63,Receiving
Anthony Miller,2015,Memphis,12,57.83,0.42,307.6,2.3,18.53,18.8,18.26,Receiving
Anthony Nash,2015,Duke,10,47.5,0.1,246.4,1.4,13.21,19.28,7.14,Receiving
Anthony Rice,2015,Central Michigan,13,45.77,0.31,300.8,1.9,15.77,15.22,16.32,Receiving
Antonio Callaway,2015,Florida,14,48.43,0.29,206.9,1.4,22.06,23.41,20.71,Receiving
Antwane Grant,2015,Western Kentucky,14,50.07,0.5,372.2,3.6,13.67,13.45,13.89,Receiving
Ardarius Stewart,2015,Alabama,15,46.67,0.27,227.1,1.5,19.28,20.55,18,Receiving
Arkeel Newsome,2015,Connecticut,13,35.77,0.15,185.5,0.8,19.02,19.28,18.75,Receiving
Artavis Scott,2015,Clemson,15,60.07,0.4,291.9,2.3,18.99,20.58,17.39,Receiving
Austin Duke,2015,Charlotte,12,44.5,0.42,173.5,1,33.82,25.65,42,Receiving
Austin Hooper,2015,Stanford,12,36.5,0.5,211.8,2.1,20.52,17.23,23.81,Receiving
Ben McCord,2015,Central Michigan,13,47.08,0.38,300.8,1.9,17.83,15.65,20,Receiving
Billy Freeman,2015,San Jose State,12,48.83,0.5,221.7,1.6,26.64,22.03,31.25,Receiving
Bralon Addison,2015,Oregon,13,61.85,0.77,258.3,2.5,27.37,23.95,30.8,Receiving
Brandon Lingen,2015,Minnesota,10,42.8,0.3,214.8,1.2,22.46,19.93,25,Receiving
Brandon Reilly,2015,Nebraska,12,62.83,0.33,266.9,2.1,19.63,23.54,15.71,Receiving
Brandon Smith,2015,Texas State,12,38.5,0.17,229.3,1.3,14.93,16.79,13.08,Receiving
Brendan Cope,2015,Ohio,10,51,0.2,232.8,1.3,18.65,21.91,15.38,Receiving
Britain Covey,2015,Utah,12,43.25,0.33,179.8,1.2,25.78,24.05,27.5,Receiving
Bryce Treggs,2015,California,13,73.54,0.54,375.9,3.4,17.72,19.56,15.88,Receiving
Bryce Williams,2015,East Carolina,12,48.58,0.33,280.8,1.8,17.82,17.3,18.33,Receiving
Bucky Hodges,2015,Virginia Tech,12,44.17,0.5,225.8,1.8,23.67,19.56,27.78,Receiving
Bug Howard,2015,North Carolina,12,40.67,0.33,262.2,2.2,15.26,15.51,15,Receiving
C.J. Best,2015,Texas State,10,59.1,0.1,229.3,1.3,16.73,25.77,7.69,Receiving
Callen Hightower,2015,Idaho,11,68.09,0.18,281.3,1.4,18.53,24.21,12.86,Receiving
Calvin Ridley,2015,Alabama,15,69.67,0.47,227.1,1.5,31.01,30.68,31.33,Receiving
Cam Phillips,2015,Virginia Tech,13,44.77,0.15,225.8,1.8,14.08,19.83,8.33,Receiving
Cam Serigne,2015,Wake Forest,12,46.83,0.33,228.3,1.1,25.26,20.51,30,Receiving
Canaan Severin,2015,Virginia,12,62.25,0.67,238.3,1.8,31.67,26.12,37.22,Receiving
Carlos Harris,2015,North Texas,12,60.58,0.58,161.4,1,47.77,37.53,58,Receiving
Carlos Henderson,2015,Louisiana Tech,11,70.36,0.45,322.6,2.2,21.13,21.81,20.45,Receiving
Casey Martin,2015,Southern Mississippi,14,66.07,0.5,329.7,2.9,18.64,20.04,17.24,Receiving
Cayleb Jones,2015,Arizona,13,69.77,0.38,272,2.1,21.87,25.65,18.1,Receiving
Chance Allen,2015,Houston,14,53.71,0.43,248.3,1.6,24.25,21.63,26.88,Receiving
Charone Peake,2015,Clemson,14,51.14,0.36,291.9,2.3,16.59,17.52,15.65,Receiving
Chaz Anderson,2015,Boise State,13,44.46,0.23,309.9,1.8,13.56,14.35,12.78,Receiving
Chris Brown,2015,Notre Dame,13,45.92,0.31,258.5,1.9,17.04,17.76,16.32,Receiving
Chris Godwin,2015,Penn State,13,84.69,0.38,214.5,1.5,32.41,39.48,25.33,Receiving
Chris Moore,2015,Cincinnati,11,79.09,0.64,359.9,2.2,25.53,21.98,29.09,Receiving
Christian Kirk,2015,Texas A&M,13,77.62,0.54,258.5,1.9,29.22,30.03,28.42,Receiving
Christian McCaffrey,2015,Stanford,14,46.07,0.36,211.8,2.1,19.45,21.75,17.14,Receiving
Cody Core,2015,Mississippi,12,53.67,0.33,334.7,2.7,14.13,16.04,12.22,Receiving
Cody Thompson,2015,Toledo,12,68.75,0.42,253,2,24.09,27.17,21,Receiving
Conner Floyd,2015,Tulsa,13,35.23,0.23,333.2,1.9,11.34,10.57,12.11,Receiving
Corey Coleman,2015,Baylor,12,113.58,1.67,289.5,3.4,44.18,39.23,49.12,Receiving
Corey Davis,2015,Western Michigan,13,109.92,0.92,287.1,2.3,39.14,38.29,40,Receiving
Corey Jones,2015,Toledo,12,48.08,0.42,253,2,20,19,21,Receiving
Corey Willis,2015,Central Michigan,13,43.38,0.38,300.8,1.9,17.21,14.42,20,Receiving
Cortez Lewis,2015,Wake Forest,12,50.92,0.33,228.3,1.1,26.15,22.3,30,Receiving
Courtland Sutton,2015,Southern Methodist,12,71.83,0.75,218,1.6,39.91,32.95,46.88,Receiving
D.J. Foster,2015,Arizona State,13,44.92,0.23,298.5,2.3,12.52,15.05,10,Receiving
D.J. Moore,2015,Maryland,11,32.45,0.27,174.3,1.3,19.8,18.62,20.98,Receiving
D.J. Thompson,2015,Southern Mississippi,14,55.64,0.43,329.7,2.9,15.85,16.88,14.83,Receiving
DaeSean Hamilton,2015,Penn State,13,44.62,0.46,214.5,1.5,25.73,20.8,30.67,Receiving
Daikiel Shorts,2015,West Virginia,13,39.31,0.38,251.5,2,17.32,15.63,19,Receiving
Daje Johnson,2015,Texas,11,37.73,0.09,145.9,0.8,18.56,25.86,11.25,Receiving
Dameon Gamblin,2015,New Mexico,12,35.33,0.17,134.4,0.5,30.14,26.29,34,Receiving
Damore'ea Stringfellow,2015,Mississippi,12,41.92,0.42,334.7,2.7,14.04,12.52,15.56,Receiving
Daniel Braverman,2015,Western Michigan,13,105.15,1,287.1,2.3,40.05,36.62,43.48,Receiving
Danny Anthrop,2015,Purdue,12,35.83,0.17,237.3,1.5,13.22,15.1,11.33,Receiving
Dante Pettis,2015,Washington,13,31.85,0.08,239.2,1.3,9.73,13.32,6.15,Receiving
Darius Powe,2015,California,13,43.08,0.62,375.9,3.4,14.85,11.46,18.24,Receiving
Darren Andrews,2015,UCLA,11,40.27,0.09,288.9,1.8,9.47,13.94,5,Receiving
Darren Carrington,2015,Oregon,7,87,0.86,258.3,2.5,34.04,33.68,34.4,Receiving
David Glidden,2015,Oklahoma State,13,66.62,0.23,353.2,2.7,13.69,18.86,8.52,Receiving
David Morgan,2015,Texas-San Antonio,12,47.17,0.42,194,1.4,27.16,24.31,30,Receiving
David Richards,2015,Arizona,13,42.08,0.46,272,2.1,18.69,15.47,21.9,Receiving
Davon Grayson,2015,East Carolina,11,40.73,0.27,280.8,1.8,14.75,14.5,15,Receiving
Davonte Allen,2015,Marshall,12,59.58,0.42,231.7,1.9,23.91,25.71,22.11,Receiving
De'Runnya Wilson,2015,Mississippi State,13,69.62,0.77,316.4,2.5,26.4,22,30.8,Receiving
Deandre Reaves,2015,Marshall,13,54.23,0.31,231.7,1.9,19.86,23.41,16.32,Receiving
Deangelo Yancey,2015,Purdue,12,58.33,0.42,237.3,1.5,26.29,24.58,28,Receiving
Deante Burton,2015,Kansas State,12,42.5,0.33,176,1.1,27.07,24.15,30,Receiving
Dede Westbrook,2015,Oklahoma,13,57.15,0.31,308.2,2.9,14.62,18.54,10.69,Receiving
Deeboo Samuels,2015,South Carolina,5,32.2,0.2,207.5,1.4,14.9,15.52,14.29,Receiving
Demarcus Ayers,2015,Houston,14,87.21,0.43,248.3,1.6,31,35.12,26.88,Receiving
Demarcus Robinson,2015,Florida,12,43.33,0.17,206.9,1.4,16.54,20.94,12.14,Receiving
Dennis Parks,2015,Rice,9,55.33,0.33,224.3,1.7,22.04,24.67,19.41,Receiving
Deon Cain,2015,Clemson,11,52.91,0.45,291.9,2.3,18.85,18.13,19.57,Receiving
Deon Watson,2015,Idaho,11,50.09,0.64,281.3,1.4,31.76,17.81,45.71,Receiving
Desmond Cain,2015,Illinois,12,41,0.08,243.4,1.3,11.5,16.84,6.15,Receiving
Devin Lauderdale,2015,Texas Tech,10,63.9,0.4,388.2,3,14.9,16.46,13.33,Receiving
Devin Lucien,2015,Arizona State,12,89.5,0.67,298.5,2.3,29.56,29.98,29.13,Receiving
Devon Blackmon,2015,Brigham Young,13,51.46,0,296.5,2,8.68,17.36,0,Receiving
Devon Breaux,2015,Tulane,9,47.89,0.33,201.3,1.5,22.9,23.79,22,Receiving
Devonte Boyd,2015,UNLV,12,75.33,0.58,211.4,1.8,33.93,35.63,32.22,Receiving
Dezmon Epps,2015,Idaho,6,126.17,0.33,281.3,1.4,34.21,44.85,23.57,Receiving
Dijon Paschal,2015,Arkansas State,11,49.18,0.27,207.2,1.8,19.37,23.74,15,Receiving
Dom Williams,2015,Washington State,13,80,0.85,389.2,3.2,23.56,20.55,26.56,Receiving
Dominique Reed,2015,Arkansas,10,53.5,0.6,268.2,2.4,22.47,19.95,25,Receiving
Donnel Pumphrey,2015,San Diego State,14,29.57,0.21,142,1.2,19.16,20.82,17.5,Receiving
Donovan Harden,2015,Georgia State,10,71.5,0.5,335.9,2.2,22.01,21.29,22.73,Receiving
Dontez Ford,2015,Pittsburgh,12,42.08,0.17,190.6,1.6,16.35,22.08,10.63,Receiving
Dorian Baker,2015,Kentucky,11,55.64,0.27,209.3,0.8,30.17,26.58,33.75,Receiving
Drew Morgan,2015,Arkansas,13,64.85,0.77,268.2,2.4,28.13,24.18,32.08,Receiving
Drew Wolitarsky,2015,Minnesota,13,40.31,0.23,214.8,1.2,18.97,18.77,19.17,Receiving
Durron Neal,2015,Oklahoma,13,43,0.23,308.2,2.9,10.94,13.95,7.93,Receiving
Dustin Creel,2015,Eastern Michigan,11,41,0.55,219.3,1.5,27.68,18.7,36.67,Receiving
Dwayne Stanford,2015,Oregon,11,42.09,0.45,258.3,2.5,17.15,16.3,18,Receiving
Ed'Marques Batties,2015,Middle Tennessee State,13,80.62,1,310.8,2.4,33.8,25.94,41.67,Receiving
Eddie Daugherty,2015,Eastern Michigan,12,46.42,0.33,219.3,1.5,21.58,21.17,22,Receiving
Evan Engram,2015,Mississippi,12,38.67,0.17,334.7,2.7,8.92,11.55,6.3,Receiving
Fred Brown,2015,Mississippi State,12,34.33,0.25,316.4,2.5,10.43,10.85,10,Receiving
Fred Ross,2015,Mississippi State,13,77.46,0.38,316.4,2.5,19.84,24.48,15.2,Receiving
Gabe Marks,2015,Washington State,13,91.69,1.15,389.2,3.2,29.75,23.56,35.94,Receiving
Garrett Brown,2015,Air Force,14,39.79,0.07,131.9,1.1,18.27,30.17,6.36,Receiving
Garrett Johnson,2015,Kentucky,12,58.33,0.17,209.3,0.8,24.56,27.87,21.25,Receiving
Gary Chambers,2015,Arizona State,13,37.38,0.15,298.5,2.3,9.52,12.52,6.52,Receiving
Gehrig Dieter,2015,Bowling Green State,14,73.79,0.71,366.8,3.4,20.5,20.12,20.88,Receiving
Gerald Everett,2015,South Alabama,12,47.92,0.67,199.5,1.3,37.78,24.02,51.54,Receiving
Geronimo Allison,2015,Illinois,12,73.5,0.25,243.4,1.3,24.71,30.2,19.23,Receiving
Hansel Wilson,2015,San Jose State,13,36.54,0.31,221.7,1.6,17.93,16.48,19.38,Receiving
Hasaan Henderson,2015,Nevada,13,57,0.31,164.5,1.2,30.24,34.65,25.83,Receiving
Hayden Plinke,2015,Texas-El Paso,10,41,0,195.1,1.5,10.51,21.01,0,Receiving
Henry Krieger-Coble,2015,Iowa,13,31.15,0.08,204.4,1.2,10.95,15.24,6.67,Receiving
Herb Waters,2015,Miami (FL),13,48,0.08,277.1,1.4,11.52,17.32,5.71,Receiving
Hunter Henry,2015,Arkansas,13,56.85,0.23,268.2,2.4,15.39,21.2,9.58,Receiving
Hunter Renfrow,2015,Clemson,13,37.85,0.38,291.9,2.3,14.74,12.97,16.52,Receiving
Hunter Sharp,2015,Utah State,11,75.91,0.82,205.2,1.6,44.12,36.99,51.25,Receiving
Ian Sadler,2015,Texas Tech,10,59.6,0.3,388.2,3,12.68,15.35,10,Receiving
Imani Davis,2015,Akron,11,53.91,0.27,192.9,1.4,23.62,27.95,19.29,Receiving
Isaiah Ford,2015,Virginia Tech,13,89.54,0.85,225.8,1.8,43.44,39.65,47.22,Receiving
Isaiah Jones,2015,East Carolina,12,91.58,0.42,280.8,1.8,27.97,32.61,23.33,Receiving
Ito Smith,2015,Southern Mississippi,14,36.79,0.21,329.7,2.9,9.2,11.16,7.24,Receiving
J.D. McKissic,2015,Arkansas State,13,40.38,0.15,207.2,1.8,13.91,19.49,8.33,Receiving
Jabryce Taylor,2015,Texas-San Antonio,12,39.33,0.25,194,1.4,19.07,20.27,17.86,Receiving
Jafus Gaines,2015,Texas State,12,43.42,0.17,229.3,1.3,16.01,18.94,13.08,Receiving
Jake Butt,2015,Michigan,13,50.31,0.23,237.7,1.6,17.77,21.17,14.38,Receiving
Jake Maulhardt,2015,Wyoming,12,53.42,0.67,186.3,1.7,34.04,28.67,39.41,Receiving
Jakeem Grant,2015,Texas Tech,13,97.54,0.77,388.2,3,25.4,25.13,25.67,Receiving
Jalin Marshall,2015,Ohio State,12,39.75,0.42,188.8,1.5,24.53,21.05,28,Receiving
Jamal Robinson,2015,Louisiana-Lafayette,12,68.67,0.42,208.5,1.1,35.56,32.94,38.18,Receiving
Jamari Staples,2015,Louisville,9,70.89,0.33,245.1,1.6,24.77,28.92,20.63,Receiving
James Quick,2015,Louisville,11,56.73,0.45,245.1,1.6,25.64,23.15,28.13,Receiving
James Washington,2015,Oklahoma State,13,83.62,0.77,353.2,2.7,26.1,23.67,28.52,Receiving
Jamir Tillman,2015,Navy,12,49.75,0.42,98.5,0.7,55.25,50.51,60,Receiving
Jamire Jordan,2015,Fresno State,12,45,0.42,178.3,1.7,24.97,25.24,24.71,Receiving
Jaquan White,2015,Texas-El Paso,12,41.17,0.58,195.1,1.5,29.88,21.1,38.67,Receiving
Jared Dangerfield,2015,Western Kentucky,13,64.92,0.62,372.2,3.6,17.33,17.44,17.22,Receiving
Jared Murphy,2015,Miami (OH),11,39.91,0.18,211,1.5,15.46,18.91,12,Receiving
Jay Lee,2015,Baylor,13,58.31,0.62,289.5,3.4,19.19,20.14,18.24,Receiving
Jaydon Mickens,2015,Washington,13,53.23,0.15,239.2,1.3,16.9,22.25,11.54,Receiving
Jaylen Samuels,2015,North Carolina State,13,45.92,0.54,210.8,1.5,28.89,21.78,36,Receiving
Jaylen Smith,2015,Louisville,13,28.92,0.08,245.1,1.6,8.3,11.8,4.81,Receiving
Jeff Badet,2015,Kentucky,11,39.09,0.18,209.3,0.8,20.59,18.68,22.5,Receiving
Jehu Chesson,2015,Michigan,13,58.77,0.69,237.7,1.6,33.92,24.72,43.13,Receiving
Jenson Stoshak,2015,Florida Atlantic,12,68,0.17,212.6,1,24.49,31.98,17,Receiving
Jerell Adams,2015,South Carolina,12,35.08,0.25,207.5,1.4,17.38,16.91,17.86,Receiving
Jeremy McNichols,2015,Boise State,12,38.33,0.5,309.9,1.8,20.07,12.37,27.78,Receiving
Jerico Richardson,2015,Nevada,13,57.62,0.38,164.5,1.2,33.35,35.03,31.67,Receiving
Jerome Lane,2015,Akron,12,65.17,0.67,192.9,1.4,40.82,33.78,47.86,Receiving
Jesse Kroll,2015,Central Michigan,13,66.62,0.31,300.8,1.9,19.23,22.15,16.32,Receiving
Jesus Wilson,2015,Florida State,13,47.85,0.23,255.8,1.7,16.12,18.71,13.53,Receiving
Joe Hansley,2015,Colorado State,13,31.92,0.46,228,1.8,19.78,14,25.56,Receiving
